timestamp,value_normalized
2010-12-29 14:15:00+00:00,0.0
2010-12-29 14:30:00+00:00,0.0
2010-12-29 14:45:00+00:00,0.0
2010-12-29 15:00:00+00:00,0.0
2010-12-29 15:15:00+00:00,0.0
2010-12-29 15:30:00+00:00,0.0
2010-12-29 15:45:00+00:00,0.0
2010-12-29 16:00:00+00:00,0.0
2010-12-29 16:15:00+00:00,
2010-12-29 16:30:00+00:00,0.0
2010-12-29 16:45:00+00:00,0.0
2010-12-29 17:00:00+00:00,0.0
2010-12-29 17:15:00+00:00,0.0
2010-12-29 17:30:00+00:00,0.0
2010-12-29 17:45:00+00:00,0.0
2010-12-29 18:00:00+00:00,0.0
2010-12-29 18:15:00+00:00,0.0
2010-12-29 18:30:00+00:00,0.0
2010-12-29 18:45:00+00:00,0.0
2010-12-29 19:00:00+00:00,0.0
2010-12-29 19:15:00+00:00,0.0
2010-12-29 19:30:00+00:00,
2010-12-29 19:45:00+00:00,
2010-12-29 20:00:00+00:00,
2010-12-29 20:15:00+00:00,
2010-12-29 20:30:00+00:00,
2010-12-29 20:45:00+00:00,
2010-12-29 21:00:00+00:00,
2010-12-29 21:15:00+00:00,
2010-12-29 21:30:00+00:00,
2010-12-29 21:45:00+00:00,
2010-12-29 22:00:00+00:00,
2010-12-29 22:15:00+00:00,
2010-12-29 22:30:00+00:00,
2010-12-29 22:45:00+00:00,
2010-12-29 23:00:00+00:00,
2010-12-29 23:15:00+00:00,
2010-12-29 23:30:00+00:00,
2010-12-29 23:45:00+00:00,
2010-12-30 00:00:00+00:00,
2010-12-30 00:15:00+00:00,
2010-12-30 00:30:00+00:00,
2010-12-30 00:45:00+00:00,
2010-12-30 01:00:00+00:00,
2010-12-30 01:15:00+00:00,
2010-12-30 01:30:00+00:00,
2010-12-30 01:45:00+00:00,
2010-12-30 02:00:00+00:00,
2010-12-30 02:15:00+00:00,
2010-12-30 02:30:00+00:00,
2010-12-30 02:45:00+00:00,
2010-12-30 03:00:00+00:00,
2010-12-30 03:15:00+00:00,
2010-12-30 03:30:00+00:00,
2010-12-30 03:45:00+00:00,
2010-12-30 04:00:00+00:00,
2010-12-30 04:15:00+00:00,
2010-12-30 04:30:00+00:00,
2010-12-30 04:45:00+00:00,
2010-12-30 05:00:00+00:00,
2010-12-30 05:15:00+00:00,
2010-12-30 05:30:00+00:00,
2010-12-30 05:45:00+00:00,
2010-12-30 06:00:00+00:00,
2010-12-30 06:15:00+00:00,
2010-12-30 06:30:00+00:00,
2010-12-30 06:45:00+00:00,
2010-12-30 07:00:00+00:00,
2010-12-30 07:15:00+00:00,
2010-12-30 07:30:00+00:00,
2010-12-30 07:45:00+00:00,
2010-12-30 08:00:00+00:00,
2010-12-30 08:15:00+00:00,
2010-12-30 08:30:00+00:00,
2010-12-30 08:45:00+00:00,
2010-12-30 09:00:00+00:00,
2010-12-30 09:15:00+00:00,
2010-12-30 09:30:00+00:00,
2010-12-30 09:45:00+00:00,
2010-12-30 10:00:00+00:00,
2010-12-30 10:15:00+00:00,
2010-12-30 10:30:00+00:00,
2010-12-30 10:45:00+00:00,
2010-12-30 11:00:00+00:00,
2010-12-30 11:15:00+00:00,
2010-12-30 11:30:00+00:00,
2010-12-30 11:45:00+00:00,
2010-12-30 12:00:00+00:00,
2010-12-30 12:15:00+00:00,0.0
2010-12-30 12:30:00+00:00,0.040685199
2010-12-30 12:45:00+00:00,0.106340229
2010-12-30 13:00:00+00:00,0.082760554
2010-12-30 13:15:00+00:00,0.095682377
2010-12-30 13:30:00+00:00,0.051938837
2010-12-30 13:45:00+00:00,0.039837868
2010-12-30 14:00:00+00:00,0.031748491
2010-12-30 14:15:00+00:00,0.023632634
2010-12-30 14:30:00+00:00,0.012352519
2010-12-30 14:45:00+00:00,0.011664062
2010-12-30 15:00:00+00:00,0.02433433
2010-12-30 15:15:00+00:00,0.013967747
2010-12-30 15:30:00+00:00,0.007321483
2010-12-30 15:45:00+00:00,0.005812172
2010-12-30 16:00:00+00:00,0.001449733
2010-12-30 16:15:00+00:00,
2010-12-30 16:30:00+00:00,
2010-12-30 16:45:00+00:00,
2010-12-30 17:00:00+00:00,
2010-12-30 17:15:00+00:00,
2010-12-30 17:30:00+00:00,
2010-12-30 17:45:00+00:00,
2010-12-30 18:00:00+00:00,
2010-12-30 18:15:00+00:00,
2010-12-30 18:30:00+00:00,
2010-12-30 18:45:00+00:00,
2010-12-30 19:00:00+00:00,
2010-12-30 19:15:00+00:00,
2010-12-30 19:30:00+00:00,
2010-12-30 19:45:00+00:00,
2010-12-30 20:00:00+00:00,
2010-12-30 20:15:00+00:00,
2010-12-30 20:30:00+00:00,
2010-12-30 20:45:00+00:00,
2010-12-30 21:00:00+00:00,
2010-12-30 21:15:00+00:00,
2010-12-30 21:30:00+00:00,
2010-12-30 21:45:00+00:00,
2010-12-30 22:00:00+00:00,
2010-12-30 22:15:00+00:00,
2010-12-30 22:30:00+00:00,
2010-12-30 22:45:00+00:00,
2010-12-30 23:00:00+00:00,
2010-12-30 23:15:00+00:00,
2010-12-30 23:30:00+00:00,
2010-12-30 23:45:00+00:00,
2010-12-31 00:00:00+00:00,
2010-12-31 00:15:00+00:00,
2010-12-31 00:30:00+00:00,
2010-12-31 00:45:00+00:00,
2010-12-31 01:00:00+00:00,
2010-12-31 01:15:00+00:00,
2010-12-31 01:30:00+00:00,
2010-12-31 01:45:00+00:00,
2010-12-31 02:00:00+00:00,
2010-12-31 02:15:00+00:00,
2010-12-31 02:30:00+00:00,
2010-12-31 02:45:00+00:00,
2010-12-31 03:00:00+00:00,
2010-12-31 03:15:00+00:00,
2010-12-31 03:30:00+00:00,
2010-12-31 03:45:00+00:00,
2010-12-31 04:00:00+00:00,
2010-12-31 04:15:00+00:00,
2010-12-31 04:30:00+00:00,
2010-12-31 04:45:00+00:00,
2010-12-31 05:00:00+00:00,
2010-12-31 05:15:00+00:00,
2010-12-31 05:30:00+00:00,
2010-12-31 05:45:00+00:00,
2010-12-31 06:00:00+00:00,
2010-12-31 06:15:00+00:00,
2010-12-31 06:30:00+00:00,
2010-12-31 06:45:00+00:00,
2010-12-31 07:00:00+00:00,
2010-12-31 07:15:00+00:00,
2010-12-31 07:30:00+00:00,
2010-12-31 07:45:00+00:00,
2010-12-31 08:00:00+00:00,
2010-12-31 08:15:00+00:00,
2010-12-31 08:30:00+00:00,
2010-12-31 08:45:00+00:00,
2010-12-31 09:00:00+00:00,
2010-12-31 09:15:00+00:00,
2010-12-31 09:30:00+00:00,
2010-12-31 09:45:00+00:00,
2010-12-31 10:00:00+00:00,
2010-12-31 10:15:00+00:00,
2010-12-31 10:30:00+00:00,
2010-12-31 10:45:00+00:00,
2010-12-31 11:00:00+00:00,
2010-12-31 11:15:00+00:00,
2010-12-31 11:30:00+00:00,
2010-12-31 11:45:00+00:00,
2010-12-31 12:00:00+00:00,
2010-12-31 12:15:00+00:00,
2010-12-31 12:30:00+00:00,
2010-12-31 12:45:00+00:00,
2010-12-31 13:00:00+00:00,
2010-12-31 13:15:00+00:00,
2010-12-31 13:30:00+00:00,
2010-12-31 13:45:00+00:00,
2010-12-31 14:00:00+00:00,
2010-12-31 14:15:00+00:00,
2010-12-31 14:30:00+00:00,
2010-12-31 14:45:00+00:00,
2010-12-31 15:00:00+00:00,
2010-12-31 15:15:00+00:00,
2010-12-31 15:30:00+00:00,
2010-12-31 15:45:00+00:00,
2010-12-31 16:00:00+00:00,
2010-12-31 16:15:00+00:00,
2010-12-31 16:30:00+00:00,
2010-12-31 16:45:00+00:00,
2010-12-31 17:00:00+00:00,
2010-12-31 17:15:00+00:00,
2010-12-31 17:30:00+00:00,
2010-12-31 17:45:00+00:00,
2010-12-31 18:00:00+00:00,
2010-12-31 18:15:00+00:00,
2010-12-31 18:30:00+00:00,
2010-12-31 18:45:00+00:00,
2010-12-31 19:00:00+00:00,
2010-12-31 19:15:00+00:00,
2010-12-31 19:30:00+00:00,
2010-12-31 19:45:00+00:00,
2010-12-31 20:00:00+00:00,
2010-12-31 20:15:00+00:00,
2010-12-31 20:30:00+00:00,
2010-12-31 20:45:00+00:00,
2010-12-31 21:00:00+00:00,
2010-12-31 21:15:00+00:00,
2010-12-31 21:30:00+00:00,
2010-12-31 21:45:00+00:00,
2010-12-31 22:00:00+00:00,
2010-12-31 22:15:00+00:00,
2010-12-31 22:30:00+00:00,
2010-12-31 22:45:00+00:00,
2010-12-31 23:00:00+00:00,
2010-12-31 23:15:00+00:00,
2010-12-31 23:30:00+00:00,
2010-12-31 23:45:00+00:00,
2011-01-01 00:00:00+00:00,
2011-01-01 00:15:00+00:00,
2011-01-01 00:30:00+00:00,
2011-01-01 00:45:00+00:00,
2011-01-01 01:00:00+00:00,
2011-01-01 01:15:00+00:00,
2011-01-01 01:30:00+00:00,
2011-01-01 01:45:00+00:00,
2011-01-01 02:00:00+00:00,
2011-01-01 02:15:00+00:00,
2011-01-01 02:30:00+00:00,
2011-01-01 02:45:00+00:00,
2011-01-01 03:00:00+00:00,
2011-01-01 03:15:00+00:00,
2011-01-01 03:30:00+00:00,
2011-01-01 03:45:00+00:00,
2011-01-01 04:00:00+00:00,
2011-01-01 04:15:00+00:00,
2011-01-01 04:30:00+00:00,
2011-01-01 04:45:00+00:00,
2011-01-01 05:00:00+00:00,
2011-01-01 05:15:00+00:00,
2011-01-01 05:30:00+00:00,
2011-01-01 05:45:00+00:00,
2011-01-01 06:00:00+00:00,
2011-01-01 06:15:00+00:00,
2011-01-01 06:30:00+00:00,
2011-01-01 06:45:00+00:00,
2011-01-01 07:00:00+00:00,
2011-01-01 07:15:00+00:00,
2011-01-01 07:30:00+00:00,
2011-01-01 07:45:00+00:00,
2011-01-01 08:00:00+00:00,
2011-01-01 08:15:00+00:00,
2011-01-01 08:30:00+00:00,
2011-01-01 08:45:00+00:00,
2011-01-01 09:00:00+00:00,
2011-01-01 09:15:00+00:00,
2011-01-01 09:30:00+00:00,
2011-01-01 09:45:00+00:00,
2011-01-01 10:00:00+00:00,
2011-01-01 10:15:00+00:00,
2011-01-01 10:30:00+00:00,
2011-01-01 10:45:00+00:00,
2011-01-01 11:00:00+00:00,
2011-01-01 11:15:00+00:00,
2011-01-01 11:30:00+00:00,
2011-01-01 11:45:00+00:00,
2011-01-01 12:00:00+00:00,
2011-01-01 12:15:00+00:00,
2011-01-01 12:30:00+00:00,
2011-01-01 12:45:00+00:00,
2011-01-01 13:00:00+00:00,
2011-01-01 13:15:00+00:00,
2011-01-01 13:30:00+00:00,
2011-01-01 13:45:00+00:00,
2011-01-01 14:00:00+00:00,
2011-01-01 14:15:00+00:00,
2011-01-01 14:30:00+00:00,
2011-01-01 14:45:00+00:00,
2011-01-01 15:00:00+00:00,
2011-01-01 15:15:00+00:00,
2011-01-01 15:30:00+00:00,
2011-01-01 15:45:00+00:00,
2011-01-01 16:00:00+00:00,
2011-01-01 16:15:00+00:00,
2011-01-01 16:30:00+00:00,
2011-01-01 16:45:00+00:00,
2011-01-01 17:00:00+00:00,
2011-01-01 17:15:00+00:00,
2011-01-01 17:30:00+00:00,
2011-01-01 17:45:00+00:00,
2011-01-01 18:00:00+00:00,
2011-01-01 18:15:00+00:00,
2011-01-01 18:30:00+00:00,
2011-01-01 18:45:00+00:00,
2011-01-01 19:00:00+00:00,
2011-01-01 19:15:00+00:00,
2011-01-01 19:30:00+00:00,
2011-01-01 19:45:00+00:00,
2011-01-01 20:00:00+00:00,
2011-01-01 20:15:00+00:00,
2011-01-01 20:30:00+00:00,
2011-01-01 20:45:00+00:00,
2011-01-01 21:00:00+00:00,
2011-01-01 21:15:00+00:00,
2011-01-01 21:30:00+00:00,
2011-01-01 21:45:00+00:00,
2011-01-01 22:00:00+00:00,
2011-01-01 22:15:00+00:00,
2011-01-01 22:30:00+00:00,
2011-01-01 22:45:00+00:00,
2011-01-01 23:00:00+00:00,
2011-01-01 23:15:00+00:00,
2011-01-01 23:30:00+00:00,
2011-01-01 23:45:00+00:00,
2011-01-02 00:00:00+00:00,
2011-01-02 00:15:00+00:00,
2011-01-02 00:30:00+00:00,
2011-01-02 00:45:00+00:00,
2011-01-02 01:00:00+00:00,
2011-01-02 01:15:00+00:00,
2011-01-02 01:30:00+00:00,
2011-01-02 01:45:00+00:00,
2011-01-02 02:00:00+00:00,
2011-01-02 02:15:00+00:00,
2011-01-02 02:30:00+00:00,
2011-01-02 02:45:00+00:00,
2011-01-02 03:00:00+00:00,
2011-01-02 03:15:00+00:00,
2011-01-02 03:30:00+00:00,
2011-01-02 03:45:00+00:00,
2011-01-02 04:00:00+00:00,
2011-01-02 04:15:00+00:00,
2011-01-02 04:30:00+00:00,
2011-01-02 04:45:00+00:00,
2011-01-02 05:00:00+00:00,
2011-01-02 05:15:00+00:00,
2011-01-02 05:30:00+00:00,
2011-01-02 05:45:00+00:00,
2011-01-02 06:00:00+00:00,
2011-01-02 06:15:00+00:00,
2011-01-02 06:30:00+00:00,
2011-01-02 06:45:00+00:00,
2011-01-02 07:00:00+00:00,
2011-01-02 07:15:00+00:00,
2011-01-02 07:30:00+00:00,
2011-01-02 07:45:00+00:00,
2011-01-02 08:00:00+00:00,
2011-01-02 08:15:00+00:00,
2011-01-02 08:30:00+00:00,
2011-01-02 08:45:00+00:00,
2011-01-02 09:00:00+00:00,
2011-01-02 09:15:00+00:00,
2011-01-02 09:30:00+00:00,
2011-01-02 09:45:00+00:00,
2011-01-02 10:00:00+00:00,
2011-01-02 10:15:00+00:00,
2011-01-02 10:30:00+00:00,
2011-01-02 10:45:00+00:00,
2011-01-02 11:00:00+00:00,
2011-01-02 11:15:00+00:00,
2011-01-02 11:30:00+00:00,
2011-01-02 11:45:00+00:00,
2011-01-02 12:00:00+00:00,
2011-01-02 12:15:00+00:00,
2011-01-02 12:30:00+00:00,
2011-01-02 12:45:00+00:00,
2011-01-02 13:00:00+00:00,
2011-01-02 13:15:00+00:00,
2011-01-02 13:30:00+00:00,
2011-01-02 13:45:00+00:00,
2011-01-02 14:00:00+00:00,
2011-01-02 14:15:00+00:00,
2011-01-02 14:30:00+00:00,
2011-01-02 14:45:00+00:00,
2011-01-02 15:00:00+00:00,
2011-01-02 15:15:00+00:00,
2011-01-02 15:30:00+00:00,
2011-01-02 15:45:00+00:00,
2011-01-02 16:00:00+00:00,
2011-01-02 16:15:00+00:00,
2011-01-02 16:30:00+00:00,
2011-01-02 16:45:00+00:00,
2011-01-02 17:00:00+00:00,
2011-01-02 17:15:00+00:00,
2011-01-02 17:30:00+00:00,
2011-01-02 17:45:00+00:00,
2011-01-02 18:00:00+00:00,
2011-01-02 18:15:00+00:00,
2011-01-02 18:30:00+00:00,
2011-01-02 18:45:00+00:00,
2011-01-02 19:00:00+00:00,
2011-01-02 19:15:00+00:00,
2011-01-02 19:30:00+00:00,
2011-01-02 19:45:00+00:00,
2011-01-02 20:00:00+00:00,
2011-01-02 20:15:00+00:00,
2011-01-02 20:30:00+00:00,
2011-01-02 20:45:00+00:00,
2011-01-02 21:00:00+00:00,
2011-01-02 21:15:00+00:00,
2011-01-02 21:30:00+00:00,
2011-01-02 21:45:00+00:00,
2011-01-02 22:00:00+00:00,
2011-01-02 22:15:00+00:00,
2011-01-02 22:30:00+00:00,
2011-01-02 22:45:00+00:00,
2011-01-02 23:00:00+00:00,
2011-01-02 23:15:00+00:00,
2011-01-02 23:30:00+00:00,
2011-01-02 23:45:00+00:00,
2011-01-03 00:00:00+00:00,
2011-01-03 00:15:00+00:00,
2011-01-03 00:30:00+00:00,
2011-01-03 00:45:00+00:00,
2011-01-03 01:00:00+00:00,
2011-01-03 01:15:00+00:00,
2011-01-03 01:30:00+00:00,
2011-01-03 01:45:00+00:00,
2011-01-03 02:00:00+00:00,
2011-01-03 02:15:00+00:00,
2011-01-03 02:30:00+00:00,
2011-01-03 02:45:00+00:00,
2011-01-03 03:00:00+00:00,
2011-01-03 03:15:00+00:00,
2011-01-03 03:30:00+00:00,
2011-01-03 03:45:00+00:00,
2011-01-03 04:00:00+00:00,
2011-01-03 04:15:00+00:00,
2011-01-03 04:30:00+00:00,
2011-01-03 04:45:00+00:00,
2011-01-03 05:00:00+00:00,
2011-01-03 05:15:00+00:00,
2011-01-03 05:30:00+00:00,
2011-01-03 05:45:00+00:00,
2011-01-03 06:00:00+00:00,
2011-01-03 06:15:00+00:00,
2011-01-03 06:30:00+00:00,
2011-01-03 06:45:00+00:00,
2011-01-03 07:00:00+00:00,0.0
2011-01-03 07:15:00+00:00,0.0
2011-01-03 07:30:00+00:00,0.0
2011-01-03 07:45:00+00:00,0.0
2011-01-03 08:00:00+00:00,0.0
2011-01-03 08:15:00+00:00,0.003839475
2011-01-03 08:30:00+00:00,0.02436081
2011-01-03 08:45:00+00:00,0.03548205
2011-01-03 09:00:00+00:00,0.045027781
2011-01-03 09:15:00+00:00,0.054507313
2011-01-03 09:30:00+00:00,0.063867689
2011-01-03 09:45:00+00:00,0.088453572
2011-01-03 10:00:00+00:00,0.110338582
2011-01-03 10:15:00+00:00,0.12582888
2011-01-03 10:30:00+00:00,0.184268352
2011-01-03 10:45:00+00:00,0.191470665
2011-01-03 11:00:00+00:00,0.196276641
2011-01-03 11:15:00+00:00,0.202115282
2011-01-03 11:30:00+00:00,0.204617564
2011-01-03 11:45:00+00:00,0.206841818
2011-01-03 12:00:00+00:00,0.206987453
2011-01-03 12:15:00+00:00,0.205094185
2011-01-03 12:30:00+00:00,0.19687241
2011-01-03 12:45:00+00:00,0.215725558
2011-01-03 13:00:00+00:00,0.27755436
2011-01-03 13:15:00+00:00,0.268869214
2011-01-03 13:30:00+00:00,0.258078963
2011-01-03 13:45:00+00:00,0.243939095
2011-01-03 14:00:00+00:00,0.227296945
2011-01-03 14:15:00+00:00,0.200950207
2011-01-03 14:30:00+00:00,0.167414371
2011-01-03 14:45:00+00:00,0.142709333
2011-01-03 15:00:00+00:00,0.100951724
2011-01-03 15:15:00+00:00,0.050164733
2011-01-03 15:30:00+00:00,0.026313647
2011-01-03 15:45:00+00:00,
2011-01-03 16:00:00+00:00,
2011-01-03 16:15:00+00:00,
2011-01-03 16:30:00+00:00,
2011-01-03 16:45:00+00:00,
2011-01-03 17:00:00+00:00,
2011-01-03 17:15:00+00:00,
2011-01-03 17:30:00+00:00,
2011-01-03 17:45:00+00:00,
2011-01-03 18:00:00+00:00,
2011-01-03 18:15:00+00:00,
2011-01-03 18:30:00+00:00,
2011-01-03 18:45:00+00:00,
2011-01-03 19:00:00+00:00,
2011-01-03 19:15:00+00:00,
2011-01-03 19:30:00+00:00,
2011-01-03 19:45:00+00:00,
2011-01-03 20:00:00+00:00,
2011-01-03 20:15:00+00:00,
2011-01-03 20:30:00+00:00,
2011-01-03 20:45:00+00:00,
2011-01-03 21:00:00+00:00,
2011-01-03 21:15:00+00:00,
2011-01-03 21:30:00+00:00,
2011-01-03 21:45:00+00:00,
2011-01-03 22:00:00+00:00,
2011-01-03 22:15:00+00:00,
2011-01-03 22:30:00+00:00,
2011-01-03 22:45:00+00:00,
2011-01-03 23:00:00+00:00,
2011-01-03 23:15:00+00:00,
2011-01-03 23:30:00+00:00,
2011-01-03 23:45:00+00:00,
2011-01-04 00:00:00+00:00,
2011-01-04 00:15:00+00:00,
2011-01-04 00:30:00+00:00,
2011-01-04 00:45:00+00:00,
2011-01-04 01:00:00+00:00,
2011-01-04 01:15:00+00:00,
2011-01-04 01:30:00+00:00,
2011-01-04 01:45:00+00:00,
2011-01-04 02:00:00+00:00,
2011-01-04 02:15:00+00:00,
2011-01-04 02:30:00+00:00,
2011-01-04 02:45:00+00:00,
2011-01-04 03:00:00+00:00,
2011-01-04 03:15:00+00:00,
2011-01-04 03:30:00+00:00,
2011-01-04 03:45:00+00:00,
2011-01-04 04:00:00+00:00,
2011-01-04 04:15:00+00:00,
2011-01-04 04:30:00+00:00,
2011-01-04 04:45:00+00:00,
2011-01-04 05:00:00+00:00,
2011-01-04 05:15:00+00:00,
2011-01-04 05:30:00+00:00,
2011-01-04 05:45:00+00:00,
2011-01-04 06:00:00+00:00,
2011-01-04 06:15:00+00:00,
2011-01-04 06:30:00+00:00,
2011-01-04 06:45:00+00:00,
2011-01-04 07:00:00+00:00,
2011-01-04 07:15:00+00:00,
2011-01-04 07:30:00+00:00,
2011-01-04 07:45:00+00:00,
2011-01-04 08:00:00+00:00,0.0
2011-01-04 08:15:00+00:00,0.015913963
2011-01-04 08:30:00+00:00,0.025850261
2011-01-04 08:45:00+00:00,
2011-01-04 09:00:00+00:00,0.0
2011-01-04 09:15:00+00:00,0.161443328
2011-01-04 09:30:00+00:00,0.234975901
2011-01-04 09:45:00+00:00,0.285751309
2011-01-04 10:00:00+00:00,0.063493197
2011-01-04 10:15:00+00:00,0.339899504
2011-01-04 10:30:00+00:00,0.256649085
2011-01-04 10:45:00+00:00,0.197441718
2011-01-04 11:00:00+00:00,0.269597363
2011-01-04 11:15:00+00:00,0.235968868
2011-01-04 11:30:00+00:00,0.351695965
2011-01-04 11:45:00+00:00,0.43264269
2011-01-04 12:00:00+00:00,0.434681585
2011-01-04 12:15:00+00:00,0.431609994
2011-01-04 12:30:00+00:00,0.445590999
2011-01-04 12:45:00+00:00,0.462008059
2011-01-04 13:00:00+00:00,0.450873593
2011-01-04 13:15:00+00:00,0.437581051
2011-01-04 13:30:00+00:00,0.423070495
2011-01-04 13:45:00+00:00,0.40246971
2011-01-04 14:00:00+00:00,0.379035669
2011-01-04 14:15:00+00:00,0.344678983
2011-01-04 14:30:00+00:00,0.301028119
2011-01-04 14:45:00+00:00,0.249009842
2011-01-04 15:00:00+00:00,0.205762788
2011-01-04 15:15:00+00:00,
2011-01-04 15:30:00+00:00,
2011-01-04 15:45:00+00:00,
2011-01-04 16:00:00+00:00,
2011-01-04 16:15:00+00:00,
2011-01-04 16:30:00+00:00,
2011-01-04 16:45:00+00:00,
2011-01-04 17:00:00+00:00,
2011-01-04 17:15:00+00:00,
2011-01-04 17:30:00+00:00,
2011-01-04 17:45:00+00:00,
2011-01-04 18:00:00+00:00,
2011-01-04 18:15:00+00:00,
2011-01-04 18:30:00+00:00,
2011-01-04 18:45:00+00:00,
2011-01-04 19:00:00+00:00,
2011-01-04 19:15:00+00:00,
2011-01-04 19:30:00+00:00,
2011-01-04 19:45:00+00:00,
2011-01-04 20:00:00+00:00,
2011-01-04 20:15:00+00:00,
2011-01-04 20:30:00+00:00,
2011-01-04 20:45:00+00:00,
2011-01-04 21:00:00+00:00,
2011-01-04 21:15:00+00:00,
2011-01-04 21:30:00+00:00,
2011-01-04 21:45:00+00:00,
2011-01-04 22:00:00+00:00,
2011-01-04 22:15:00+00:00,
2011-01-04 22:30:00+00:00,
2011-01-04 22:45:00+00:00,
2011-01-04 23:00:00+00:00,
2011-01-04 23:15:00+00:00,
2011-01-04 23:30:00+00:00,
2011-01-04 23:45:00+00:00,
2011-01-05 00:00:00+00:00,
2011-01-05 00:15:00+00:00,
2011-01-05 00:30:00+00:00,
2011-01-05 00:45:00+00:00,
2011-01-05 01:00:00+00:00,
2011-01-05 01:15:00+00:00,
2011-01-05 01:30:00+00:00,
2011-01-05 01:45:00+00:00,
2011-01-05 02:00:00+00:00,
2011-01-05 02:15:00+00:00,
2011-01-05 02:30:00+00:00,
2011-01-05 02:45:00+00:00,
2011-01-05 03:00:00+00:00,
2011-01-05 03:15:00+00:00,
2011-01-05 03:30:00+00:00,
2011-01-05 03:45:00+00:00,
2011-01-05 04:00:00+00:00,
2011-01-05 04:15:00+00:00,
2011-01-05 04:30:00+00:00,
2011-01-05 04:45:00+00:00,
2011-01-05 05:00:00+00:00,
2011-01-05 05:15:00+00:00,
2011-01-05 05:30:00+00:00,
2011-01-05 05:45:00+00:00,
2011-01-05 06:00:00+00:00,
2011-01-05 06:15:00+00:00,
2011-01-05 06:30:00+00:00,
2011-01-05 06:45:00+00:00,
2011-01-05 07:00:00+00:00,
2011-01-05 07:15:00+00:00,
